,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lisbon,:pt:,:pt: Lisbon,8.868931,8.706685,9.016399,13.33764,9.058621,12.749399,14.229442,7.169468,11.889295,7.7468896,7.286713,18.898998,14.059756,10.902579,5.8601494,6.570555,5.6825395,7.446078,9.100544,10.179127,8.396556,6.5390625,5.700353,6.6314445,8.767731,5.481317,5.9840155,10.009959,11.131882,7.5917263,6.8180633,10.731364,11.07928,7.917183,7.6186137,6.0964136,6.2089076,6.924873,8.5032425,5.3899107,12.276719,7.3386426,7.258211,8.145986,7.9829817,8.746578,6.0700226,8.448323,9.266991,7.263531,6.4600477,7.203964,11.334998
Madrid,:es:,:es: Madrid,8.391384,7.8623114,8.174775,9.385878,7.3661017,9.000314,11.823574,6.7738004,7.15606,6.784008,6.108888,18.072681,6.917047,9.497661,6.2141857,6.1287313,4.8466315,8.251871,6.3955364,8.832502,8.49672,5.4636493,5.8666024,5.9348087,13.854936,5.2649436,7.6065392,7.6304626,10.780864,9.589243,8.390748,9.186526,12.159574,6.559812,7.500304,7.4219704,5.9295564,6.538841,6.3841214,4.763689,12.415137,9.498583,9.280587,9.729189,6.7372584,7.2800946,5.2636414,5.938111,8.681937,7.631325,5.9723625,8.448931,9.772299
Milan,:it:,:it: Milan,44.2634,37.1888,43.331657,35.512115,47.203278,33.323185,24.949766,36.477734,19.317581,26.612612,31.113535,30.015415,26.46746,23.5473,15.6023035,18.364708,12.936892,14.541909,13.610199,14.69447,13.225766,11.384745,13.935137,8.2437105,11.399849,11.729239,12.413426,6.5620947,8.867447,12.152151,9.009201,8.244634,7.9785824,8.744297,9.79255,12.572134,13.800376,11.297398,11.165976,11.324681,25.509712,32.100826,24.77809,25.302803,19.934052,24.90904,21.001017,22.337172,29.621244,31.345396,34.423065,48.862366,42.72339
Oslo,:no:,:no: Oslo,8.574509,7.6058664,9.284294,9.882901,7.465619,9.216207,5.895653,5.752975,6.2650743,9.12144,14.128149,16.843344,14.481073,5.1968346,3.9975336,5.3902164,6.422604,4.4332213,4.046346,4.5893617,5.196264,3.9320443,4.242135,5.9143076,3.8092735,6.4013414,6.4435706,2.5517814,3.2024703,6.3393,4.0400634,3.481225,5.5886045,7.238102,5.2266803,3.6683846,4.5359874,3.0568545,4.4590907,5.133202,4.658932,5.140138,6.6478186,6.50611,6.727899,6.653834,4.795061,5.809416,5.3600693,9.198956,14.575281,10.304447,5.550104
Padova,:it:,:it: Padova,47.440872,33.494125,38.520954,39.114326,48.506287,35.47208,28.076897,33.573875,22.584341,23.42486,24.50143,26.00449,27.152397,21.07855,16.713226,16.054163,11.023727,12.533249,12.541,18.33342,15.536617,13.034925,12.007926,7.843516,10.4320755,12.782683,13.625481,6.978052,7.914224,11.870349,9.167865,7.5610003,6.826833,9.133154,9.725098,9.69654,10.577504,10.270397,9.13775,11.077133,18.666256,25.872597,26.351408,28.863232,27.383375,25.661926,20.383926,20.922533,16.106627,25.518703,24.891298,49.74204,42.58371
Paris,:fr:,:fr: Paris,8.581763,8.03708,27.016558,16.574812,21.179354,7.8361244,13.836045,6.8862214,10.140779,28.21183,16.729235,13.35743,27.272821,18.821875,7.4958267,9.32994,11.827136,15.456776,14.080237,9.207234,7.9744034,6.0663953,7.443135,5.6239605,10.554211,8.207782,5.4571433,6.775675,7.576242,12.673515,6.9995084,6.5501647,9.254092,9.834957,7.440659,9.046985,6.4476905,7.239262,8.757706,6.79059,9.981317,8.782101,7.871095,10.019066,7.9506836,10.610656,7.3875546,9.362584,16.993023,21.11845,24.408464,7.7460237,6.622495
Reykjavík,:is:,:is: Reykjavík,1.4924203,2.2735624,2.9222496,3.741037,2.9600303,2.806538,2.6693952,2.2582097,2.876189,3.1072311,3.4855726,3.0580823,2.7892118,3.6376128,2.5296156,2.7369819,4.481666,4.7286634,2.6459427,2.6497383,3.462329,3.2279913,3.890008,3.8837445,3.2819698,2.2594416,3.4163413,3.403836,3.3625712,3.4158015,2.5292442,2.233808,2.9203098,2.4079163,2.6064088,3.0496275,3.2731907,3.7364097,3.2681088,2.8550272,2.039299,2.261532,2.8943636,2.4174244,2.294999,2.084634,2.207254,2.3404913,2.4508715,2.8623698,2.33973,2.013405,2.0420094
Stockholm,:se:,:se: Stockholm,5.006894,4.890459,4.996519,3.7500794,3.80177,4.314389,4.517861,5.3669543,4.073066,5.208263,6.921489,13.945816,10.964153,3.748207,2.611465,4.2640877,4.3389225,3.3049183,3.5247118,3.9270942,3.5032578,4.3436255,4.4702024,5.228339,3.786684,5.782435,8.584089,2.890271,2.22295,5.4122543,3.143455,4.555858,4.7655797,9.360593,4.692945,1.8873045,3.2057173,3.0594122,3.9322464,5.947205,4.4532723,5.962177,4.5799603,4.446133,5.3254848,4.946831,2.941381,5.6000104,6.39137,5.35348,6.2265143,6.0133314,3.8354588
Verona,:it:,:it: Verona,37.518654,32.75846,33.012997,33.10432,45.382317,30.447113,24.886517,34.16372,20.169382,24.880442,26.158344,27.47091,24.8401,22.76933,16.970634,18.252533,13.008775,13.094728,12.652333,17.877548,16.037146,12.877343,13.045833,7.6936293,11.0308,12.634079,13.702843,7.0701947,8.814767,12.13953,9.509418,7.821636,7.1527815,8.718057,10.455438,10.388709,11.9931345,11.565667,10.11088,11.45921,21.80355,28.740353,23.858202,22.6067,20.169907,23.268047,18.472383,19.003853,17.438612,22.457964,23.866413,41.711132,38.578175
Warsaw,:pl:,:pl: Warsaw,25.100204,20.399368,24.647606,13.562712,17.315254,16.03735,14.21545,17.462437,14.080415,26.791946,23.808336,36.91903,33.21721,13.849514,11.659825,15.555516,11.946552,15.306824,13.510636,9.41766,7.5221214,8.589274,9.97436,12.386857,8.309154,8.051864,11.198938,7.578869,5.6011643,9.417043,6.7554383,9.60288,8.150042,12.929601,14.16267,6.5538783,8.518665,9.480244,11.918828,16.560453,12.277183,20.5054,17.319843,21.685064,21.328749,21.573925,19.274057,34.326927,23.88787,24.162191,30.028368,26.093292,14.503288
Zagreb,:hr:,:hr: Zagreb,23.872015,20.61673,28.261282,22.055996,24.301922,16.245981,15.599545,13.924835,12.106011,19.532284,18.411806,19.912882,26.151901,16.048113,10.2146015,11.792316,12.192828,9.89917,13.148275,12.909408,9.532918,9.325517,10.5372305,6.860907,8.921934,10.847748,11.421417,6.7144084,6.5662227,9.019868,8.917866,8.518324,7.48246,9.790035,11.761802,9.475878,11.00199,7.041137,8.198892,8.087587,13.563194,28.290066,18.810371,19.083988,16.678736,17.684303,17.205843,17.189806,20.03808,17.205235,27.463078,27.579376,12.395062
