,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lisbon,:pt:,:pt: Lisbon,11.360294,10.785796,10.856624,5.2063036,7.866061,15.819518,8.509155,12.686173,13.392908,14.626999,8.496315,8.186978,6.9887867,9.35821,9.510252,6.091827,7.6945324,6.3619843,6.910815,5.5313535,8.306045,10.158874,9.306936,8.154211,6.069184,8.108739,9.0311575,5.2758408,5.5322003,6.298709,5.356738,6.129293,8.407125,5.34771
Madrid,:es:,:es: Madrid,12.440236,8.097977,7.879186,2.7742698,4.9687796,9.412881,7.0036216,9.964669,13.278335,8.185394,5.4606724,4.767675,4.594744,5.412552,5.624929,6.490402,5.4301496,4.8979297,4.3911247,3.601513,5.56491,7.267744,5.700777,5.0385675,6.754308,7.602504,8.403561,7.2984815,6.233247,11.361114,5.4327025,4.445103,9.878988,6.3768287
Milan,:it:,:it: Milan,46.068176,43.864204,41.34017,27.725012,47.843452,27.247313,39.26391,52.826923,44.245995,38.686905,34.504692,26.736423,31.465097,13.24688,19.634062,15.525844,18.356108,17.07137,14.57867,11.141547,12.3964615,17.515802,17.115175,15.873504,15.432394,12.7757,11.894646,11.2896595,13.7365,14.454958,8.358287,8.250401,10.722294,15.943423
Oslo,:no:,:no: Oslo,10.494012,6.0856833,7.166847,10.112501,10.530067,8.456862,10.66814,11.064875,4.908352,5.0932407,7.7250366,5.8715076,5.647861,3.9997435,5.7103386,6.552537,6.0301886,2.6426685,3.673692,10.113052,6.2553396,4.9252615,2.9630325,5.2390523,9.101204,7.3059063,4.9886894,3.3462334,4.074269,2.0507057,3.3161547,3.7500114,3.2328002,4.082884
Padova,:it:,:it: Padova,64.4619,47.837296,41.889038,20.868298,22.845732,44.8462,34.501633,66.938126,47.2861,23.286356,28.815046,20.976828,33.963154,21.64806,16.77229,15.281367,19.058666,18.298935,16.003378,9.296807,10.488973,17.13151,15.177554,14.978142,13.324341,17.536213,11.342059,10.518507,13.723338,12.780562,8.83577,7.587328,10.685052,16.969166
Paris,:fr:,:fr: Paris,10.158679,5.11717,5.494892,13.278462,20.465254,11.141297,28.031443,23.886969,19.197868,20.250639,8.830505,7.8077836,7.300562,7.6302605,12.557939,7.2460194,14.212367,10.08731,8.667266,10.203041,12.130929,12.938065,11.209885,12.461238,12.786292,8.547771,11.709342,8.105148,5.9514637,6.188742,4.489613,5.022165,6.334127,8.792119
Reykjavík,:is:,:is: Reykjavík,2.5542345,1.9550159,1.5129119,2.4558768,4.2520432,2.634417,3.7861671,2.937752,3.6772041,4.0522103,1.5820256,2.410195,2.1951149,2.0646844,2.353569,2.202959,4.173469,2.481588,2.6699307,2.6236985,3.8025978,6.262594,4.7927647,4.9099913,6.136468,2.6636758,2.4782028,2.7358875,3.2170904,5.154484,3.5473332,3.6690357,2.3376143,2.049662
Stockholm,:se:,:se: Stockholm,3.121078,3.2481785,3.79575,4.6534595,3.5089614,2.9357922,5.220004,5.670775,3.0900798,2.3047397,3.699475,5.6929536,3.9599936,2.569744,3.9106998,7.671505,4.9096766,3.3975341,3.3959873,7.4892454,4.6448193,4.823115,2.5708997,3.2126963,6.1009607,4.71813,4.8509917,3.02126,3.3565018,2.2030659,3.0753846,3.6292548,4.0965867,4.413293
Verona,:it:,:it: Verona,53.588272,43.646225,37.269062,20.578201,26.28324,30.672586,32.16569,59.97676,47.859188,24.60639,28.784994,24.477478,34.776684,19.536419,19.79421,17.840477,19.45886,20.716227,17.44707,9.733197,11.416605,17.47421,14.467033,17.793434,14.602181,17.299381,13.133164,11.866627,13.327466,13.433011,9.347694,7.4723535,11.455906,16.231005
Warsaw,:pl:,:pl: Warsaw,11.841193,16.466627,18.50104,17.573433,25.849064,11.021151,29.640213,21.694296,12.963551,25.086134,18.35021,20.69184,21.168327,14.151211,12.961561,16.977186,15.141026,15.193956,9.857519,11.509958,9.833781,12.033861,7.022972,9.961468,13.678309,13.917182,9.700504,10.037325,10.098223,7.525784,6.985458,6.9829354,7.939375,14.120519
Zagreb,:hr:,:hr: Zagreb,11.102579,18.798775,16.485064,13.420853,17.755049,20.705257,31.714182,33.031025,25.654053,26.846748,15.414586,16.690088,22.974104,10.972966,16.507923,12.547169,16.608519,12.623191,15.016682,11.605429,11.030501,14.316747,14.968521,11.718,10.397577,14.060773,9.354215,8.788042,12.2464695,10.094033,7.890293,6.2325163,9.01394,17.087841
